"","Genus_Species","Common Name","Genus","Species","Tribe","Subfamily","Family","n","ows"
"246","Acrolophus heppneri",NA,"Acrolophus","heppneri",NA,"Acrolophinae","Tineidae",1,NA
"247","Acrolophus juxtatus",NA,"Acrolophus","juxtatus",NA,"Acrolophinae","Tineidae",1,NA
"248","Acrolophus kearfotti",NA,"Acrolophus","kearfotti",NA,"Acrolophinae","Tineidae",1,NA
"249","Acrolophus klotsi",NA,"Acrolophus","klotsi",NA,"Acrolophinae","Tineidae",1,NA
"250","Acrolophus laticapitana",NA,"Acrolophus","laticapitana",NA,"Acrolophinae","Tineidae",1,NA
"251","Acrolophus laticapitana heinrichi",NA,"Acrolophus","laticapitana heinrichi",NA,"Acrolophinae","Tineidae",1,NA
"252","Acrolophus laticapitana occidens",NA,"Acrolophus","laticapitana occidens",NA,NA,NA,1,NA
"253","Acrolophus leucodocis",NA,"Acrolophus","leucodocis",NA,"Acrolophinae","Tineidae",1,NA
"254","Acrolophus luriei",NA,"Acrolophus","luriei",NA,"Acrolophinae","Tineidae",1,NA
"255","Acrolophus macrogaster",NA,"Acrolophus","macrogaster",NA,"Acrolophinae","Tineidae",1,NA
"256","Acrolophus macrophallus",NA,"Acrolophus","macrophallus",NA,"Acrolophinae","Tineidae",1,NA
"257","Acrolophus maculifer",NA,"Acrolophus","maculifer",NA,"Acrolophinae","Tineidae",1,NA
"258","Acrolophus minor",NA,"Acrolophus","minor",NA,"Acrolophinae","Tineidae",1,NA
"259","Acrolophus mortipennella",NA,"Acrolophus","mortipennella",NA,"Acrolophinae","Tineidae",1,NA
"260","Acrolophus morus",NA,"Acrolophus","morus",NA,"Acrolophinae","Tineidae",1,NA
"261","Acrolophus mycetophagus","Frilly Grass Tubeworm Moth","Acrolophus","mycetophagus",NA,"Acrolophinae","Tineidae",1,NA
"262","Acrolophus panamae","Panama Grass Tubeworm Moth","Acrolophus","panamae",NA,"Acrolophinae","Tineidae",1,NA
"263","Acrolophus parvipalpus",NA,"Acrolophus","parvipalpus",NA,"Acrolophinae","Tineidae",1,NA
"264","Acrolophus persimplex",NA,"Acrolophus","persimplex",NA,"Acrolophinae","Tineidae",1,NA
"265","Acrolophus pholeter",NA,"Acrolophus","pholeter",NA,"Acrolophinae","Tineidae",1,NA
"266","Acrolophus piger","Piger Grass Tubeworm Moth","Acrolophus","piger",NA,"Acrolophinae","Tineidae",1,NA
"267","Acrolophus plumifrontella","Eastern Grass Tubeworm Moth","Acrolophus","plumifrontella",NA,"Acrolophinae","Tineidae",1,NA
"268","Acrolophus popeanella","Clemens' Grass Tubeworm Moth","Acrolophus","popeanella",NA,"Acrolophinae","Tineidae",1,NA
"269","Acrolophus propinqua","Walsingham's Grass Tubeworm Moth","Acrolophus","propinqua",NA,"Acrolophinae","Tineidae",1,NA
"270","Acrolophus pseudohirsutus",NA,"Acrolophus","pseudohirsutus",NA,"Acrolophinae","Tineidae",1,NA
"271","Acrolophus punctellus",NA,"Acrolophus","punctellus",NA,"Acrolophinae","Tineidae",1,NA
"272","Acrolophus pyramellus",NA,"Acrolophus","pyramellus",NA,"Acrolophinae","Tineidae",1,NA
"273","Acrolophus quadrellus",NA,"Acrolophus","quadrellus",NA,"Acrolophinae","Tineidae",1,NA
"274","Acrolophus seculatus",NA,"Acrolophus","seculatus",NA,"Acrolophinae","Tineidae",1,NA
"275","Acrolophus serratus",NA,"Acrolophus","serratus",NA,"Acrolophinae","Tineidae",1,NA
"276","Acrolophus simulatus",NA,"Acrolophus","simulatus",NA,"Acrolophinae","Tineidae",1,NA
"277","Acrolophus sinclairi",NA,"Acrolophus","sinclairi",NA,"Acrolophinae","Tineidae",1,NA
"278","Acrolophus spilotus",NA,"Acrolophus","spilotus",NA,"Acrolophinae","Tineidae",1,NA
"279","Acrolophus texanella","Texas Grass Tubeworm Moth","Acrolophus","texanella",NA,"Acrolophinae","Tineidae",1,NA
"280","Acrolophus vanduzeei",NA,"Acrolophus","vanduzeei",NA,"Acrolophinae","Tineidae",1,NA
"281","Acrolophus variabilis",NA,"Acrolophus","variabilis",NA,"Acrolophinae","Tineidae",1,NA
"282","Acrolophus vauriei",NA,"Acrolophus","vauriei",NA,"Acrolophinae","Tineidae",1,NA
"283","Acrolophus walsinghami",NA,"Acrolophus","walsinghami",NA,"Acrolophinae","Tineidae",1,NA
"284","Acroncosa albiflavella",NA,"Acroncosa","albiflavella","Phycitini","Phycitinae","Pyralidae",1,NA
"285","Acroncosa castrella",NA,"Acroncosa","castrella","Phycitini","Phycitinae","Pyralidae",1,NA
"286","Acroncosa minima",NA,"Acroncosa","minima","Phycitini","Phycitinae","Pyralidae",1,NA
"287","Acroncosa similella",NA,"Acroncosa","similella","Phycitini","Phycitinae","Pyralidae",1,NA
"288","Acronicta afflicta","Afflicted Dagger","Acronicta","afflicta",NA,"Acronictinae","Noctuidae",1,NA
"289","Acronicta albarufa","Barrens Dagger","Acronicta","albarufa",NA,"Acronictinae","Noctuidae",1,NA
"290","Acronicta americana","American Dagger","Acronicta","americana",NA,"Acronictinae","Noctuidae",1,NA
"291","Acronicta atristrigatus",NA,"Acronicta","atristrigatus",NA,"Acronictinae","Noctuidae",1,NA
"292","Acronicta barnesii",NA,"Acronicta","barnesii",NA,"Acronictinae","Noctuidae",1,NA
"293","Acronicta beameri",NA,"Acronicta","beameri",NA,"Acronictinae","Noctuidae",1,NA
"294","Acronicta betulae","River Birch Dagger","Acronicta","betulae",NA,"Acronictinae","Noctuidae",1,NA
"295","Acronicta browni",NA,"Acronicta","browni",NA,"Acronictinae","Noctuidae",1,NA
"296","Acronicta brumosa","Charred Dagger","Acronicta","brumosa",NA,"Acronictinae","Noctuidae",1,NA
"297","Acronicta clarescens","Clear Dagger","Acronicta","clarescens",NA,"Acronictinae","Noctuidae",1,NA
"298","Acronicta connecta","Connected Dagger","Acronicta","connecta",NA,"Acronictinae","Noctuidae",1,NA
"299","Acronicta cryptica","Cryptic Oak Dagger","Acronicta","cryptica",NA,"Acronictinae","Noctuidae",1,NA
"300","Acronicta cyanescens","Blue-gray Dagger","Acronicta","cyanescens",NA,"Acronictinae","Noctuidae",1,NA
"301","Acronicta dolli","Doll's Dagger","Acronicta","dolli",NA,"Acronictinae","Noctuidae",1,NA
"302","Acronicta edolata",NA,"Acronicta","edolata",NA,"Acronictinae","Noctuidae",1,NA
"303","Acronicta exilis","Lesser Oak Dagger","Acronicta","exilis",NA,"Acronictinae","Noctuidae",1,NA
"304","Acronicta extricata",NA,"Acronicta","extricata",NA,"Acronictinae","Noctuidae",1,NA
"305","Acronicta falcula","Hazel Dagger","Acronicta","falcula",NA,"Acronictinae","Noctuidae",1,NA
"306","Acronicta fallax","Green Marvel","Acronicta","fallax",NA,"Acronictinae","Noctuidae",1,NA
"307","Acronicta fragilis","Fragile Dagger","Acronicta","fragilis",NA,"Acronictinae","Noctuidae",1,NA
"308","Acronicta funeralis","Funerary Dagger","Acronicta","funeralis",NA,"Acronictinae","Noctuidae",1,NA
"309","Acronicta grisea","Gray Dagger","Acronicta","grisea",NA,"Acronictinae","Noctuidae",1,NA
"310","Acronicta hamamelis","Witch Hazel Dagger","Acronicta","hamamelis",NA,"Acronictinae","Noctuidae",1,NA
"311","Acronicta hasta","Cherry Dagger","Acronicta","hasta",NA,"Acronictinae","Noctuidae",1,NA
"312","Acronicta hastulifera","Frosted Dagger","Acronicta","hastulifera",NA,"Acronictinae","Noctuidae",1,NA
"313","Acronicta heitzmani","Heitzman's Dagger","Acronicta","heitzmani",NA,"Acronictinae","Noctuidae",1,NA
"314","Acronicta immodica","Medium Oak Dagger","Acronicta","immodica",NA,"Acronictinae","Noctuidae",1,NA
"315","Acronicta impleta","Powered Dagger","Acronicta","impleta",NA,"Acronictinae","Noctuidae",1,NA
"316","Acronicta impressa","Impressive Dagger","Acronicta","impressa",NA,"Acronictinae","Noctuidae",1,NA
"317","Acronicta increta","Eclipsed Oak Dagger","Acronicta","increta",NA,"Acronictinae","Noctuidae",1,NA
"318","Acronicta innotata","Unmarked Dagger","Acronicta","innotata",NA,"Acronictinae","Noctuidae",1,NA
"319","Acronicta insita","Large Gray Dagger","Acronicta","insita",NA,"Acronictinae","Noctuidae",1,NA
"320","Acronicta insularis","Marsh Dagger","Acronicta","insularis",NA,"Acronictinae","Noctuidae",1,NA
"321","Acronicta interrupta","Interrupted Dagger","Acronicta","interrupta",NA,"Acronictinae","Noctuidae",1,NA
"322","Acronicta laetifica","Pleasant Dagger","Acronicta","laetifica",NA,"Acronictinae","Noctuidae",1,NA
"323","Acronicta lanceolaria",NA,"Acronicta","lanceolaria",NA,"Acronictinae","Noctuidae",1,NA
"324","Acronicta lepusculina","Cottonwood Dagger","Acronicta","lepusculina",NA,"Acronictinae","Noctuidae",1,NA
"325","Acronicta lithospila","Streaked Dagger","Acronicta","lithospila",NA,"Acronictinae","Noctuidae",1,NA
"326","Acronicta liturata",NA,"Acronicta","liturata",NA,"Acronictinae","Noctuidae",1,NA
"327","Acronicta lobeliae","Greater Oak Dagger","Acronicta","lobeliae",NA,"Acronictinae","Noctuidae",1,NA
"328","Acronicta longa","Long-winged Dagger","Acronicta","longa",NA,"Acronictinae","Noctuidae",1,NA
"329","Acronicta lupini","The Little Bear","Acronicta","lupini",NA,"Acronictinae","Noctuidae",1,NA
"330","Acronicta mansueta","Gentle Dagger","Acronicta","mansueta",NA,"Acronictinae","Noctuidae",1,NA
"331","Acronicta marmorata","Marbled Oak Dagger","Acronicta","marmorata",NA,"Acronictinae","Noctuidae",1,NA
"332","Acronicta menyanthidis",NA,"Acronicta","menyanthidis",NA,"Acronictinae","Noctuidae",1,NA
"333","Acronicta modica","Hesitant Dagger","Acronicta","modica",NA,"Acronictinae","Noctuidae",1,NA
"334","Acronicta morula","Ochre Dagger","Acronicta","morula",NA,"Acronictinae","Noctuidae",1,NA
"335","Acronicta nigrosuffusa",NA,"Acronicta","nigrosuffusa",NA,"Acronictinae","Noctuidae",1,NA
"336","Acronicta noctivaga","Night-Wandering Dagger","Acronicta","noctivaga",NA,"Acronictinae","Noctuidae",1,NA
"337","Acronicta oblinita","Smeared Dagger","Acronicta","oblinita",NA,"Acronictinae","Noctuidae",1,NA
"338","Acronicta othello",NA,"Acronicta","othello",NA,"Acronictinae","Noctuidae",1,NA
"339","Acronicta ovata","Epauleted Ovate Dagger","Acronicta","ovata",NA,"Acronictinae","Noctuidae",1,NA
"340","Acronicta parallela",NA,"Acronicta","parallela",NA,"Acronictinae","Noctuidae",1,NA
"341","Acronicta perblanda",NA,"Acronicta","perblanda",NA,"Acronictinae","Noctuidae",1,NA
"342","Acronicta perdita","Pacific Dagger","Acronicta","perdita",NA,"Acronictinae","Noctuidae",1,NA
"343","Acronicta quadrata",NA,"Acronicta","quadrata",NA,"Acronictinae","Noctuidae",1,NA
"344","Acronicta radcliffei","Radcliffe's Dagger","Acronicta","radcliffei",NA,"Acronictinae","Noctuidae",1,NA
"345","Acronicta retardata","Retarded Dagger","Acronicta","retardata",NA,"Acronictinae","Noctuidae",1,NA
"346","Acronicta rubricoma","Hackberry Dagger","Acronicta","rubricoma",NA,"Acronictinae","Noctuidae",1,NA
"347","Acronicta sinescripta",NA,"Acronicta","sinescripta",NA,"Acronictinae","Noctuidae",1,NA
"348","Acronicta sperata",NA,"Acronicta","sperata",NA,"Acronictinae","Noctuidae",1,NA
"349","Acronicta spinea",NA,"Acronicta","spinea",NA,"Acronictinae","Noctuidae",1,NA
"350","Acronicta spinigera","Nondescript Dagger","Acronicta","spinigera",NA,"Acronictinae","Noctuidae",1,NA
"351","Acronicta strigulata","Strigulose Dagger","Acronicta","strigulata",NA,"Acronictinae","Noctuidae",1,NA
"352","Acronicta superans","Splendid Dagger","Acronicta","superans",NA,"Acronictinae","Noctuidae",1,NA
"353","Acronicta texana",NA,"Acronicta","texana",NA,"Acronictinae","Noctuidae",1,NA
"354","Acronicta thoracica",NA,"Acronicta","thoracica",NA,"Acronictinae","Noctuidae",1,NA
"355","Acronicta tota",NA,"Acronicta","tota",NA,"Acronictinae","Noctuidae",1,NA
"356","Acronicta tristis","Sad Dagger","Acronicta","tristis",NA,"Acronictinae","Noctuidae",1,NA
"357","Acronicta tritona","Triton Dagger","Acronicta","tritona",NA,"Acronictinae","Noctuidae",1,NA
"358","Acronicta valliscola",NA,"Acronicta","valliscola",NA,"Acronictinae","Noctuidae",1,NA
"359","Acronicta vinnula","Delightful Dagger","Acronicta","vinnula",NA,"Acronictinae","Noctuidae",1,NA
"360","Acronicta vulpina","Miller Dagger","Acronicta","vulpina",NA,"Acronictinae","Noctuidae",1,NA
"361","Acronicta wiklei",NA,"Acronicta","wiklei",NA,"Acronictinae","Noctuidae",1,NA
"362","Acroplectis haemanthes",NA,"Acroplectis","haemanthes","Cochylini","Tortricinae","Tortricidae",1,NA
"363","Acroria pulchra",NA,"Acroria","pulchra","Drypterygiini","Noctuinae","Noctuidae",1,NA
"364","Acsala anomala",NA,"Acsala","anomala","Lithosiini","Arctiinae","Erebidae",1,NA
"365","Actebia balanitis",NA,"Actebia","balanitis","Noctuini","Noctuinae","Noctuidae",1,NA
"366","Actebia fennica","Finland Dart Moth","Actebia","fennica","Noctuini","Noctuinae","Noctuidae",1,NA
"367","Actias luna","Luna Moth","Actias","luna","Saturniini","Saturniinae","Saturniidae",1,NA
"368","Actrix dissimulatrix",NA,"Actrix","dissimulatrix","Phycitini","Phycitinae","Pyralidae",1,NA
"369","Actrix nyssaecolella","Tupelo Leaffolder Moth","Actrix","nyssaecolella","Phycitini","Phycitinae","Pyralidae",1,NA
"370","Adaina ambrosiae","Ambrosia Plume Moth","Adaina","ambrosiae","Oidaematophorini","Pterophorinae","Pterophoridae",1,NA
"371","Adaina bipunctatus",NA,"Adaina","bipunctatus","Oidaematophorini","Pterophorinae","Pterophoridae",1,NA
"372","Adaina cinerascens",NA,"Adaina","cinerascens","Oidaematophorini","Pterophorinae","Pterophoridae",1,NA
"373","Adaina ipomoeae",NA,"Adaina","ipomoeae","Oidaematophorini","Pterophorinae","Pterophoridae",1,NA
"374","Adaina montanus",NA,"Adaina","montanus","Oidaematophorini","Pterophorinae","Pterophoridae",1,NA
"375","Adaina perplexus",NA,"Adaina","perplexus","Oidaematophorini","Pterophorinae","Pterophoridae",1,NA
"376","Adaina primulacea",NA,"Adaina","primulacea","Oidaematophorini","Pterophorinae","Pterophoridae",1,NA
"377","Adaina simplicius",NA,"Adaina","simplicius","Oidaematophorini","Pterophorinae","Pterophoridae",1,NA
"378","Adaina thomae",NA,"Adaina","thomae","Oidaematophorini","Pterophorinae","Pterophoridae",1,NA
"379","Adaina zephyria",NA,"Adaina","zephyria","Oidaematophorini","Pterophorinae","Pterophoridae",1,NA
"380","Adanarsa intransitella",NA,"Adanarsa","intransitella","Phycitini","Phycitinae","Pyralidae",1,NA
"381","Adela astrella",NA,"Adela","astrella",NA,"Adelinae","Adelidae",1,NA
"382","Adela caeruleella","Southern Longhorn Moth","Adela","caeruleella",NA,"Adelinae","Adelidae",1,NA
"383","Adela eldorada",NA,"Adela","eldorada",NA,"Adelinae","Adelidae",1,NA
"384","Adela flammeusella",NA,"Adela","flammeusella",NA,"Adelinae","Adelidae",1,NA
"385","Adela oplerella",NA,"Adela","oplerella",NA,"Adelinae","Adelidae",1,NA
"386","Adela punctiferella",NA,"Adela","punctiferella",NA,"Adelinae","Adelidae",1,NA
"387","Adela purpurea",NA,"Adela","purpurea",NA,"Adelinae","Adelidae",1,NA
"388","Adela ridingsella","Ridings' Fairy Moth","Adela","ridingsella",NA,"Adelinae","Adelidae",1,NA
"389","Adela septentrionella",NA,"Adela","septentrionella",NA,"Adelinae","Adelidae",1,NA
"390","Adela singulella",NA,"Adela","singulella",NA,"Adelinae","Adelidae",1,NA
"391","Adela thorpella",NA,"Adela","thorpella",NA,"Adelinae","Adelidae",1,NA
"392","Adela trigrapha",NA,"Adela","trigrapha",NA,"Adelinae","Adelidae",1,NA
"393","Adeloneivaia isara",NA,"Adeloneivaia","isara",NA,"Ceratocampinae","Saturniidae",1,NA
"394","Adelpha basiloides",NA,"Adelpha","basiloides","Limenitidini","Limenitidinae","Nymphalidae",1,NA
"395","Adelpha californica",NA,"Adelpha","californica","Limenitidini","Limenitidinae","Nymphalidae",1,NA
"396","Adelpha eulalia",NA,"Adelpha","eulalia","Limenitidini","Limenitidinae","Nymphalidae",1,NA
"397","Adelpha fessonia",NA,"Adelpha","fessonia","Limenitidini","Limenitidinae","Nymphalidae",1,NA
"398","Adelphagrotis carissima",NA,"Adelphagrotis","carissima","Noctuini","Noctuinae","Noctuidae",1,NA
"399","Adelphagrotis indeterminata",NA,"Adelphagrotis","indeterminata","Noctuini","Noctuinae","Noctuidae",1,NA
"400","Adelphagrotis stellaris",NA,"Adelphagrotis","stellaris","Noctuini","Noctuinae","Noctuidae",1,NA
"401","Adelphia petrella",NA,"Adelphia","petrella","Phycitini","Phycitinae","Pyralidae",1,NA
"402","Adhemarius blanchardorum","Blanchard's Sphinx Moth","Adhemarius","blanchardorum","Ambulycini","Smerinthinae","Sphingidae",1,NA
"403","Admetovis icarus",NA,"Admetovis","icarus","Hadenini","Noctuinae","Noctuidae",1,NA
"404","Admetovis oxymorus",NA,"Admetovis","oxymorus","Hadenini","Noctuinae","Noctuidae",1,NA
"405","Admetovis similaris",NA,"Admetovis","similaris","Hadenini","Noctuinae","Noctuidae",1,NA
"406","Adoneta bicaudata",NA,"Adoneta","bicaudata",NA,"Limacodinae","Limacodidae",1,NA
"407","Adoneta gemina",NA,"Adoneta","gemina",NA,"Limacodinae","Limacodidae",1,NA
"408","Adoneta pygmaea",NA,"Adoneta","pygmaea",NA,"Limacodinae","Limacodidae",1,NA
"409","Adoneta spinuloides","Purple-crested Slug Moth","Adoneta","spinuloides",NA,"Limacodinae","Limacodidae",1,NA
"410","Adopaeoides prittwitzi",NA,"Adopaeoides","prittwitzi","Thymelicini","Hesperiinae","Hesperiidae",1,NA
"411","Adoxophyes furcatana",NA,"Adoxophyes","furcatana","Archipini","Tortricinae","Tortricidae",1,NA
"412","Adoxophyes negundana","Shimmering Adoxophyes Moth","Adoxophyes","negundana","Archipini","Tortricinae","Tortricidae",1,NA
"413","Aellopos clavipes","Clavipes Sphinx Moth","Aellopos","clavipes","Dilophonotini","Macroglossinae","Sphingidae",1,NA
"414","Aellopos fadus","Fadus Sphinx Moth","Aellopos","fadus","Dilophonotini","Macroglossinae","Sphingidae",1,NA
"415","Aellopos tantalus","Tantalus Sphinx Moth","Aellopos","tantalus","Dilophonotini","Macroglossinae","Sphingidae",1,NA
"416","Aellopos titan","Titan Sphinx Moth","Aellopos","titan","Dilophonotini","Macroglossinae","Sphingidae",1,NA
"417","Aethaloida packardaria",NA,"Aethaloida","packardaria","Nacophorini","Ennominae","Geometridae",1,NA
"418","Aethalura intertexta","Four-Barred Gray Moth","Aethalura","intertexta","Boarmiini","Ennominae","Geometridae",1,NA
"419","Aethes angulatana",NA,"Aethes","angulatana","Cochylini","Tortricinae","Tortricidae",1,NA
"420","Aethes angustana",NA,"Aethes","angustana","Cochylini","Tortricinae","Tortricidae",1,NA
"421","Aethes argentilimitana",NA,"Aethes","argentilimitana","Cochylini","Tortricinae","Tortricidae",1,NA
"422","Aethes atomosana",NA,"Aethes","atomosana","Cochylini","Tortricinae","Tortricidae",1,NA
"423","Aethes baloghi",NA,"Aethes","baloghi","Cochylini","Tortricinae","Tortricidae",1,NA
"424","Aethes biscana",NA,"Aethes","biscana","Cochylini","Tortricinae","Tortricidae",1,NA
"425","Aethes bomonana",NA,"Aethes","bomonana","Cochylini","Tortricinae","Tortricidae",1,NA
"426","Aethes deutschiana",NA,"Aethes","deutschiana","Cochylini","Tortricinae","Tortricidae",2,NA
"427","Aethes fernaldana",NA,"Aethes","fernaldana","Cochylini","Tortricinae","Tortricidae",1,NA
"428","Aethes floccosana",NA,"Aethes","floccosana","Cochylini","Tortricinae","Tortricidae",1,NA
"429","Aethes heleniana",NA,"Aethes","heleniana","Cochylini","Tortricinae","Tortricidae",1,NA
"430","Aethes intactana",NA,"Aethes","intactana","Cochylini","Tortricinae","Tortricidae",1,NA
"431","Aethes interruptofasciata",NA,"Aethes","interruptofasciata","Cochylini","Tortricinae","Tortricidae",1,NA
"432","Aethes louisiana",NA,"Aethes","louisiana","Cochylini","Tortricinae","Tortricidae",1,NA
"433","Aethes matheri",NA,"Aethes","matheri","Cochylini","Tortricinae","Tortricidae",1,NA
"434","Aethes matthewcruzi",NA,"Aethes","matthewcruzi","Cochylini","Tortricinae","Tortricidae",1,NA
"435","Aethes monera",NA,"Aethes","monera","Cochylini","Tortricinae","Tortricidae",1,NA
"436","Aethes mymara",NA,"Aethes","mymara","Cochylini","Tortricinae","Tortricidae",1,NA
"437","Aethes obliquana",NA,"Aethes","obliquana","Cochylini","Tortricinae","Tortricidae",1,NA
"438","Aethes patricia",NA,"Aethes","patricia","Cochylini","Tortricinae","Tortricidae",1,NA
"439","Aethes promptana",NA,"Aethes","promptana","Cochylini","Tortricinae","Tortricidae",1,NA
"440","Aethes rana",NA,"Aethes","rana","Cochylini","Tortricinae","Tortricidae",1,NA
"441","Aethes razowskii","Razowski's Aethes Moth","Aethes","razowskii","Cochylini","Tortricinae","Tortricidae",1,NA
"442","Aethes ringsi","Rings' Aethes Moth","Aethes","ringsi","Cochylini","Tortricinae","Tortricidae",1,NA
"443","Aethes rutilana",NA,"Aethes","rutilana","Cochylini","Tortricinae","Tortricidae",1,NA
"444","Aethes seriatana","Seriated Aethes Moth","Aethes","seriatana","Cochylini","Tortricinae","Tortricidae",1,NA
"445","Aethes sexdentata",NA,"Aethes","sexdentata","Cochylini","Tortricinae","Tortricidae",1,NA
"446","Aethes smeathmanniana","Smeathmann's Aethes Moth","Aethes","smeathmanniana","Cochylini","Tortricinae","Tortricidae",1,NA
"447","Aethes sonorae","Streaked Aethes Moth","Aethes","sonorae","Cochylini","Tortricinae","Tortricidae",1,NA
"448","Aethes spartinana",NA,"Aethes","spartinana","Cochylini","Tortricinae","Tortricidae",1,NA
